ID,First Name,Last Name,Jersey,Position,Games Played,Points,Total Goals,1pt Goals,2pt Goals,Scoring Points,Assists,Shots,Shot Pct,Shots On Goal,SOG Pct,2pt Shots,2pt Shot Pct,2pt Shots On Goal,Groundballs,Turnovers,Caused Turnovers,Faceoffs,Faceoff Wins,Faceoff Losses,Faceoff Pct,Saves,Save Pct,Scores Against,Scores Against Average,2pt Goals Against,2pt GAA,Time On Field,Total Penalties,Penalty Minutes,Power Play Goals,Power Play Shots,Short Handed Goals,Short Handed Shots,Short Handed Goals Against,Power Play Goals Against
102,Jamie,Trimboli,12,M,2,0,0,0,0,0,0,10,0,4,0.4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
103,Kevin,Reisman,13,FO,2,0,0,0,0,0,0,2,0,2,1,0,0,0,4,0,0,24,10,14,0.4166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
104,Zach,Goodrich,14,SSDM,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
105,Brendan,Gleason,,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
106,Brodie,Merrill,17,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
107,Scott,Hooper,20,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
108,Ryan,Drenner,22,A,1,1,0,0,0,0,1,5,0,2,0.4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
109,Tim,Edwards,23,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
110,Sam,Duggan,29,SSDM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
111,Christian,Cuccinello,30,A,2,0,0,0,0,0,0,4,0,2,0.5,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
112,Shayne,Jackson,32,A,1,4,4,4,0,4,0,7,0.5714285714285714,6,0.8571428571428571,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
113,Connor,Buczek,33,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
114,Jack,Kielty,40,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
115,Andrew,Kew,42,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
116,Holden,Garlent,70,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
117,Tyson,Bell,94,SSDM,1,2,2,2,0,2,0,2,1,2,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
118,Paul,Rabil,99,M,1,3,1,0,1,2,1,8,0.125,4,0.5,4,0.25,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0
119,CJ,Costabile,9,LSM,3,3,2,1,1,3,0,5,0.4,3,0.6,1,1,1,4,1,2,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
120,Troy,Reh,10,LSM,3,2,1,0,1,2,0,2,0.5,2,1,2,0.5,2,10,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
121,Dalton,Crossan,11,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
122,Wes,Berg,14,A,3,1,1,1,0,1,0,3,0.3333333333333333,2,0.6666666666666666,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
123,Mark,Glicini,16,SSDM,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,,0
124,Johnny,Surdick,18,D,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
125,Austin,Kaut,19,G,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
126,Josh,Byrne,22,A,3,11,7,7,0,7,4,27,0.25925925925925924,17,0.6296296296296297,1,0,1,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
127,Patrick,Resch,34,SSDM,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,,0
128,Ryan,Smith,43,A,3,2,2,2,0,2,0,4,0.5,2,0.5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
129,Matt,Rees,44,LSM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
130,Kyle,Jackson,47,M,2,6,4,4,0,4,2,12,0.3333333333333333,9,0.75,0,0,0,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
131,Kyle,Gallagher,52,FO,2,0,0,0,0,0,0,1,0,1,1,1,0,1,8,1,1,40,12,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
132,Jake,Froccaro,54,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
133,Ian,MacKay,55,LSM,3,1,0,0,0,0,1,1,0,0,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
134,Dan,Coates,57,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
135,Tanner,Cook,77,M,1,3,1,1,0,1,2,2,0.5,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
136,Nick,Grill,,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
137,Brian,Phipps,30,G,4,0,0,0,0,0,0,1,0,0,0,1,0,0,5,5,3,0,0,0,0,34,1.1,32,10.741258741258742,0,0,8580,0,0,0,0,0,0,,2
138,Justin,Guterding,22,A,3,5,5,5,0,5,0,11,0.45454545454545453,9,0.8181818181818182,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
139,Eli,Salama,3,LSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
140,Jackson,Morrill,4,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
141,Michael,Manley,5,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
142,Nick,Washuta,19,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
143,Kyle,Thornton,19,D,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
144,Christian,Mazzone,6,M,4,5,3,3,0,3,2,9,0.3333333333333333,5,0.5555555555555556,0,0,0,6,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
145,Jared,Conners,28,LSM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
146,Kevin,Unterstein,13,M,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
147,Will,Haus,6,SSDM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
148,Ryan,Beville,8,SSDM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
149,Joel,White,11,LSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
150,John,Galloway,15,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
151,Dylan,Molloy,17,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
152,Justin,Anderson,21,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
153,Ned,Crotty,22,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
154,John,Moderski,24,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
155,Connor,Farrell,25,FO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
156,Brendan,Kavanagh,27,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
157,James,Barclay,28,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
158,Jordan,MacIntosh,29,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
159,John,Ranagan,31,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
160,Jordan,Wolf,33,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
161,Ryan,Terefenko,34,SSDM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
162,Jesse,Bernhardt,36,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
163,Sean,Sconone,50,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
164,Greg,Weyl,57,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
165,Kevin,Rogers,77,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
166,Donny,Moss,80,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
167,Randy,Staats,83,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
168,Tommy,Palasek,84,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
169,Kyle,Hartzell,,LSM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
170,Tim,Troutner,0,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,17,0.566666666666667,14,14,1,0,2880,0,0,0,0,0,0,,0
171,Joe,Walters,1,M,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
172,Jack,Near,2,SSDM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
173,Rob,Pannell,3,A,1,4,2,2,0,2,2,5,0.4,3,0.6,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
174,Drew,Simoneau,5,FO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,27,11,16,0.4074074074074074,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
175,TD,Ierlan,6,FO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
176,Jules,Heningburg,7,M,1,6,3,3,0,3,3,4,0.75,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
177,Matt,Kavanagh,10,A,1,3,1,1,0,1,2,3,0.3333333333333333,2,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
178,Myles,Jones,15,M,1,0,0,0,0,0,0,4,0,2,0.5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
179,Sergio,Perkovic,16,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
180,Kyle,Harrison,18,M,1,1,1,1,0,1,0,4,0.25,2,0.5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
181,Charlie,Leonard,47,FO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
182,Ryder,Garnsey,50,A,1,2,2,2,0,2,0,6,0.3333333333333333,4,0.6666666666666666,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
183,Garrett,Epple,52,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
184,Jack,Kelly,94,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
185,Matt,DeLuca,1,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
186,Ben,Reeves,2,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
187,Ryan,Brown,4,A,1,2,2,2,0,2,0,3,0.6666666666666666,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0
188,Michael,Kraus,5,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
189,Kieran,McArdle,6,A,1,6,3,3,0,3,3,6,0.5,4,0.6666666666666666,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
190,Steven,DeNapoli,7,SSDM,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
191,Charlie,Cipriano,12,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
192,Ryan,Conrad,15,M,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
193,Chris,Sabia,16,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
194,Ryland,Rees,17,LSM,1,0,0,0,0,0,0,1,0,1,1,1,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
195,Jake,Withers,18,FO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,25,11,14,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
196,Liam,Byrnes,21,D,1,0,0,0,0,0,0,2,0,2,1,2,0,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
197,Michael,Sowers,22,A,1,3,1,1,0,1,2,2,0.5,1,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
198,Drew,Snider,23,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
199,Eli,Gobrecht,25,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
200,Matt,Whitcher,33,SSDM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
201,Dillon,Ward,37,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.391304347826087,14,14,0,0,2880,0,0,0,0,0,0,,2
202,Connor,Kelly,40,M,1,1,1,1,0,1,0,8,0.125,5,0.625,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
203,Ben,Randall,44,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
204,Christian,Scarpello,50,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
205,Ethan,Walker,57,M,1,2,2,2,0,2,0,2,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
206,Mikie,Schlosser,59,M,1,0,0,0,0,0,0,2,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
207,Bryce,Wasserman,77,A,2,0,0,0,0,0,0,2,0,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
208,Brendan,Sunday,24,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
209,Chris,Hogan,15,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
210,Tate,Boyce,20,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
211,TJ,Comizio,44,SSDM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
212,Peyton,Smith,8,FO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0